0.183534605375922+0i,0.101552119457759-5.11714478481202e-08i,0.0397497943823337+9.55638929575825e-08i,0.0125116601645739-6.64820876484149e-07i,0.00425106810314784-5.19604626835945e-07i,-0.000462899727873111-1.41031098023893e-08i,-0.00043271454238766-3.43343110491297e-09i,-0.000512988178282962+1.85839975929379e-07i,-0.000601394512261818+3.10937561944957e-07i,-5.42532001833915e-05-1.73420440640809e-07i,5.36469349089963e-05-1.36104345371679e-07i,6.73248978926367e-05-1.05647948912232e-07i,0.000121211058269051-2.11960167698436e-07i,0.0847635105370488+4.96395252087537e-06i,-0.0452876458422335-9.19525938639323e-06i,0.0196700540100284+6.46562155859716e-06i,-0.00443175195643067-2.6886963638287e-06i,0.00118228532471291+1.19984825575587e-06i,0.000390715876725954-3.88962843918283e-07i,-0.000267391319775661+1.71351707045888e-07i,0.000155910469605931-9.02079816893925e-08i,-0.000139313024005059-1.76804636338991e-07i,-2.91566676755136e-06+3.72752876098109e-07i,3.12165806461714e-05-1.56382701776223e-07i,-2.21961224623852e-05+2.71278509589699e-09i,2.03464835818051e-05-1.20778679747912e-07i,0.117219629742053-0.0446813037213496i,-0.023536579656587-0.0653007854034887i,-0.0258203536478711+0.00783651837879769i,0.00325594603000246+0.00677583726427311i,0.00211408494121122-0.00130649854781403i,-1.48051986968638e-05+0.000459551131795434i,0.00034156716159001+2.14776567482674e-05i,-0.000126394480376049-0.000224273773356538i,-0.000263831652953378+0.00020312856171883i,2.62450717626207e-05-5.34431557885873e-07i,-4.80074248400635e-05-6.32707567765392e-06i,1.01804253567269e-05+2.61364263058879e-05i,5.08838113024847e-05-4.52694588010013e-05i,0.117224270348173+0.0446842021539674i,-0.0235422382369441+0.0652959908472081i,-0.0258150861377668-0.00784102593439176i,0.00325773184704419-0.00677308609456031i,0.00211288930738487+0.00130686460346076i,-1.41612529106415e-05-0.000459558748117787i,0.000341227460937901-2.11591681757391e-05i,-0.000126034184929012+0.000223741853587214i,-0.00026343091255691-0.000202825948440269i,2.62532461462356e-05+8.30187318702486e-07i,-4.82301732942924e-05+6.17393763815755e-06i,1.02195754047927e-05-2.60335054480177e-05i,5.07577237236975e-05+4.52426706773009e-05i
0.101552119457759+5.11714478481202e-08i,0.0566601126441855+0i,0.0222415927113643+6.33850201064703e-08i,0.0070008989342286-4.11306587733603e-07i,0.00236916452754768-3.04109060817264e-07i,-0.000267363089961049-1.27742116690134e-08i,-0.000260597527326102-5.31037676670828e-09i,-0.000289894277198174+1.04377625872333e-07i,-0.000333471221464983+1.76123796833484e-07i,-2.94192616358329e-05-9.75039965476277e-08i,3.35344192485574e-05-8.6005296557277e-08i,3.90775312207958e-05-6.19145446785916e-08i,6.71590119239542e-05-1.11555315781476e-07i,0.0452875823364884+5.47246002418876e-06i,-0.0237899819603631-6.66456358181329e-06i,0.0102702469744223+4.14721537841022e-06i,-0.00222759443095426-1.66252340637114e-06i,0.000586006406161296+7.33088653007379e-07i,0.000206060752090919-2.06233301445369e-07i,-0.000125281914984386+9.62505335358799e-08i,7.13545743432062e-05-4.27002221642879e-08i,-6.76262051134847e-05-1.15197785515228e-07i,-2.98102895971511e-06+2.04633937303465e-07i,1.3736145121058e-05-8.86998049098014e-08i,-8.99329916050793e-06+9.23318162691733e-09i,9.53345544521687e-06-6.90593895970407e-08i,0.0652960407880707-0.0235363243923281i,-0.0119459406757351-0.0363285759093765i,-0.0143890774984521+0.00383370624968449i,0.00162097599939666+0.00380029877023976i,0.00118837192199822-0.000668962963110444i,-1.8953074587995e-05+0.000252441829305574i,0.000188819639572904+3.40354808922127e-05i,-5.82418539117043e-05-0.000127728783560496i,-0.000149434069066959+0.000105582862638143i,1.39147436698369e-05+6.61881223701406e-07i,-2.62897575641752e-05-7.21001163578528e-06i,2.9459155551538e-06+1.50981048303452e-05i,2.87996877709855e-05-2.37648380317455e-05i,0.0653008503046263+0.0235423926933894i,-0.0119514235806308+0.0363271989284883i,-0.0143866291094673-0.00383713616869401i,0.00162225651960763-0.00379897891608256i,0.00118779751335926+0.000669275287712743i,-1.85811089948362e-05-0.000252442730674032i,0.000188622414538599-3.38507394474664e-05i,-5.80534596245163e-05+0.000127443355660909i,-0.000149234896477477-0.000105426513550613i,1.39178746959129e-05-4.9541426994039e-07i,-2.64201875534738e-05+7.12372126848896e-06i,2.97566494778979e-06-1.50393500102862e-05i,2.87263960715643e-05+2.37530713209936e-05i
0.0397497943823337-9.55638929575825e-08i,0.0222415927113643-6.33850201064703e-08i,0.00879561988092757+0i,0.0027561502369904-1.89385113868858e-07i,0.00092628127792458-1.26479158063256e-07i,-0.000108034352337608-1.02727685875793e-08i,-0.000107617175704371-9.98541979357202e-09i,-0.000115632915501193+4.02410114027923e-08i,-0.000130126225802583+6.7032997765901e-08i,-1.15482650043391e-05-3.68963003504931e-08i,1.39219909197317e-05-3.57484010308812e-08i,1.59906585295669e-05-2.91387716716199e-08i,2.60380211022373e-05-4.24536118952228e-08i,0.0196699502748401+3.73678696933993e-06i,-0.0102702038068741-3.45617073379449e-06i,0.00436669701011449+1.92138605125709e-06i,-0.00100252170634071-7.39000678606104e-07i,0.000279607121054728+3.15567605604749e-07i,8.02285487664376e-05-8.23570438843427e-08i,-4.7240913760648e-05+3.76918186740797e-08i,3.31977566342566e-05-7.48879416188428e-09i,-3.44842761041821e-05-5.42727227031556e-08i,3.30905572079155e-08+7.2320418539828e-08i,4.79585514064954e-06-2.94896709947854e-08i,-3.96770897077394e-06+3.54304845585198e-09i,5.42433719134687e-06-2.38310050875993e-08i,0.0258159640212815-0.00783649641819496i,-0.00383380950517805-0.0143876551878612i,-0.00568578976196134+0.00118295421569423i,0.000509819456485031+0.00148892213710752i,0.000464212428180931-0.000216629269707237i,-9.86085729882735e-06+0.000101676854369691i,7.53981364642795e-05+1.85542951099272e-05i,-1.67432839435094e-05-4.90185294810876e-05i,-5.77861199367105e-05+3.47054578806642e-05i,4.66351417098583e-06-2.37148642725848e-07i,-1.06301659638222e-05-3.63534699791929e-06i,2.10218315394475e-07+5.68762263816114e-06i,1.11477104198468e-05-7.88589768027649e-06i,0.0258195634384462+0.00784096050432647i,-0.00383700601696527+0.0143880684609947i,-0.00568515573338526-0.00118467742091561i,0.000510429071305461-0.00148855365546259i,0.000464059272872471+0.00021678898099008i,-9.71312496593295e-06-0.000101684772902404i,7.53245764598983e-05-1.8479558886465e-05i,-1.66867556832518e-05+4.89072565441823e-05i,-5.77227949028489e-05-3.46599315113629e-05i,4.66017490012028e-06+2.95869735227949e-07i,-1.06805298674037e-05+3.59685175909428e-06i,2.28689205735186e-07-5.66180859900494e-06i,1.11182126485301e-05+7.88560297060394e-06i
0.0125116601645739+6.64820876484149e-07i,0.0070008989342286+4.11306587733603e-07i,0.0027561502369904+1.89385113868858e-07i,0.000895826038603035+0i,0.000305940351377174-2.48471610017425e-08i,-3.02898222100097e-05-2.70183119448041e-09i,-3.24748680814391e-05-1.00988718851861e-09i,-3.86706015527501e-05+1.13229144379756e-08i,-4.37564451135954e-05+2.10404058318803e-08i,-4.40085671066002e-06-1.26017897799319e-08i,4.11440382525181e-06-1.05614852276979e-08i,5.38973249501988e-06-6.63943726170439e-09i,8.83387962402719e-06-1.44045753566582e-08i,0.0044317105749609+1.26387871387967e-06i,-0.0022275771767616-1.17826393908618e-06i,0.00100252122714974+6.68571916003279e-07i,-0.000199297507431807-2.52465258069753e-07i,4.75872046861036e-05+1.07078106556693e-07i,2.01827685084516e-05-1.96156311547193e-08i,-1.03843893244995e-05+8.37653258884097e-09i,6.30763460668983e-06-4.86562029477523e-09i,-5.40707351825674e-06-1.72514789788742e-08i,-2.41945385926677e-07+2.78499117700438e-08i,8.16693852139498e-07-1.06298545827962e-08i,-7.86757461542014e-07+6.45397022302162e-10i,5.483134302315e-07-8.83873852903877e-09i,0.00677423855354535-0.00325578277842002i,-0.00162086331503699-0.00379976300703499i,-0.00148889821529498+0.000509727180704781i,0.000217663561703057+0.000377312185499158i,0.000116271925008345-9.12011116037573e-05i,-3.39824981008369e-06+2.85281088033704e-05i,2.05380684934174e-05+6.29640327818756e-06i,-7.4740995820248e-06-1.14036967519501e-05i,-1.38872413355923e-05+1.45061815672332e-05i,1.93060079661597e-06-5.50535810341622e-07i,-3.02067206197412e-06-1.26848089997867e-06i,2.40310670750287e-07+1.21268317761842e-06i,2.69037617951599e-06-3.28258577671887e-06i,0.00677473861063651+0.00325780777847626i,-0.0016223270874522+0.0037995355718753i,-0.00148858348826338-0.000510509854751599i,0.000217925931245876-0.000377135675755259i,0.000116189967308653+9.12730171173901e-05i,-3.34801207841779e-06-2.85276153805702e-05i,2.0511741731635e-05-6.26720565807533e-06i,-7.44941228089757e-06+1.13728727215783e-05i,-1.38638105964927e-05-1.44878808092388e-05i,1.93336890245731e-06+5.73234763749548e-07i,-3.03986307849026e-06+1.25687336673198e-06i,2.42295021959319e-07-1.20767140412807e-06i,2.68003228769749e-06+3.27883369858279e-06i
0.00425106810314784+5.19604626835945e-07i,0.00236916452754768+3.04109060817264e-07i,0.00092628127792458+1.26479158063256e-07i,0.000305940351377174+2.48471610017425e-08i,0.00010560605025594+0i,-9.48498810382718e-06-2.03685787316444e-10i,-1.02539095339897e-05+3.85771428628979e-10i,-1.3210891666761e-05+2.9924622531656e-09i,-1.52321107180679e-05+6.31697388267543e-09i,-1.59425190346421e-06-4.64692653545682e-09i,1.2693072517691e-06-3.2591736805246e-09i,1.80957220873445e-06-1.4891973739126e-09i,3.09635332339318e-06-4.96267749758899e-09i,0.00118228097558752+1.56485933993494e-07i,-0.000586006464229048-2.68769734272993e-07i,0.000279609409609164+1.90558793252231e-07i,-4.75881147016488e-05-7.22680772804911e-08i,8.73894700111998e-06+3.14778914738509e-08i,6.37959028324685e-06-5.67756597453448e-09i,-3.36055042376278e-06+1.83538334336311e-09i,1.46755671202789e-06-2.79797460103403e-09i,-7.57437985709019e-07-4.59495871929218e-09i,-1.74354365424846e-07+1.05651313000381e-08i,2.71116114805904e-07-3.98404788551154e-09i,-2.20157295918245e-07+3.0992560650783e-11i,-4.63082832982413e-08-3.46481521187149e-09i,0.00211374472072816-0.0013063720067179i,-0.000668873670411237-0.00118831571637327i,-0.000464256978477715+0.000216573388160818i,9.11927957051145e-05+0.000116288535948769i,3.56848440017717e-05-3.73882579686463e-05i,-9.05215408986452e-07+9.10322679649142e-06i,6.49197351284053e-06+1.59672252222233e-06i,-3.34050964003512e-06-3.39973294584338e-06i,-4.19529539828341e-06+5.87967138325816e-06i,7.7024221141567e-07-2.24556312764078e-07i,-9.67874929101904e-07-3.50037525579765e-07i,1.96030276635e-07+3.47671409583399e-07i,8.13984327016584e-07-1.32134791253368e-06i,0.00211329204108949+0.00130693492809373i,-0.000669336123861078+0.00118788492720187i,-0.00046402611139277-0.000216836046549806i,9.12797048420873e-05-0.000116175793333031i,3.56350929044534e-05+3.74121019657575e-05i,-8.87573821751052e-07-9.102123965026e-06i,6.48164045012745e-06-1.58586048342031e-06i,-3.32990030681181e-06+3.38808614596867e-06i,-4.18392048059165e-06-5.8718879357072e-06i,7.71954459416036e-07+2.33483472433345e-07i,-9.74692643605938e-07+3.46341911536251e-07i,1.95652756236499e-07-3.46330232851866e-07i,8.1003935761891e-07+1.3193187246184e-06i
-0.000462899727873111+1.41031098023893e-08i,-0.000267363089961049+1.27742116690134e-08i,-0.000108034352337608+1.02727685875793e-08i,-3.02898222100097e-05+2.70183119448041e-09i,-9.48498810382718e-06+2.03685787316444e-10i,1.87424463254136e-06+0i,1.7776256029328e-06+2.272822822579e-10i,1.19182400482394e-06-3.44457480641113e-10i,1.21421216670984e-06-3.22995627433974e-10i,3.72730375221412e-08+4.43780597308594e-10i,-2.59207896480004e-07+7.07012251696973e-10i,-1.76698444751685e-07+6.37667899606938e-10i,-2.33109220918162e-07+1.48948985616797e-10i,-0.000390695884248618+1.42337374742528e-07i,0.000206049569940042-6.45209956966063e-08i,-8.02244244556963e-05+1.86106722516799e-08i,2.01812819075918e-05-5.66275552430841e-09i,-6.37903612779336e-06+1.59709815211468e-09i,-1.3197214633589e-06+1.84121579458885e-09i,6.41465736581708e-07-1.0614171292032e-09i,-5.6023016594303e-07+2.46850310104653e-10i,8.14296066032819e-07+7.68174999763823e-11i,6.97349190411247e-10-2.01357413598625e-10i,-7.10993954428501e-08+2.71299420262361e-10i,3.58204123795978e-08-2.93095895651458e-10i,-1.56371377956191e-07+3.61237779107871e-10i,-0.000459578036474357-1.4403208242811e-05i,-1.87222068895837e-05+0.000252464025066407i,0.000101692577081023+9.76857521290401e-06i,3.36845336606139e-06-2.85337536540435e-05i,-9.10451820144638e-06-8.94901703977534e-07i,2.70740369994826e-07-1.53214004145234e-06i,-1.22846602794956e-06-5.53211478732966e-07i,-2.45655141302309e-07+1.09318057502751e-06i,1.22199668966499e-06+9.895325817662e-08i,6.08350608774705e-09-6.96660031331095e-08i,1.53967620100359e-07+9.28509597475995e-08i,6.36806264269683e-08-1.4346693768556e-07i,-2.34147240489579e-07-1.69240620825715e-08i,-0.000459457429535146+1.45394028489349e-05i,-1.88002144295253e-05-0.000252378559138117i,0.00010165234365211-9.80125791068149e-06i,3.37641344218087e-06+2.85176157649443e-05i,-9.09929757999221e-06+8.97334370190372e-07i,2.69618598625716e-07+1.53254546314032e-06i,-1.22739475191215e-06+5.53290781427392e-07i,-2.45936559045004e-07-1.09050361215671e-06i,1.22070237742138e-06-9.94126517487281e-08i,6.61224458973946e-09+6.924523633796e-08i,1.54265360172991e-07-9.23811615704499e-08i,6.29988764895118e-08+1.42659494970062e-07i,-2.3355037970054e-07+1.65770911739489e-08i
-0.00043271454238766+3.43343110491297e-09i,-0.000260597527326102+5.31037676670828e-09i,-0.000107617175704371+9.98541979357202e-09i,-3.24748680814391e-05+1.00988718851861e-09i,-1.02539095339897e-05-3.85771428628979e-10i,1.7776256029328e-06-2.272822822579e-10i,2.13282326256763e-06+0i,1.47851150759703e-06-2.73268905658824e-10i,1.35139231201022e-06-2.70635997993573e-10i,8.53590891038547e-08+5.05077729539746e-10i,-3.18801440352541e-07+9.41974947626456e-10i,-2.51085500165561e-07+6.59703794462886e-10i,-2.6116554398383e-07+5.92353970040031e-11i,-0.000267378893627067+2.89947181334238e-07i,0.00012527486255739-1.45631284668067e-07i,-4.72383005204586e-05+4.97427604978837e-08i,1.03834736310813e-05-1.70540425455592e-08i,-3.36018139063528e-06+5.49552599143471e-09i,-6.41482801059383e-07+1.63466269913657e-09i,-2.12290857279138e-07-1.50673546835524e-09i,-1.22354457702728e-07+8.65199858703953e-10i,4.49445769714882e-07-2.52103507756278e-10i,2.83228666118592e-09-1.65619023579976e-10i,6.98546506584534e-08+3.14596390137656e-10i,-4.49978736531116e-08-5.02138098767686e-10i,-8.4739743622613e-08+5.73852983253975e-10i,-0.000341550931124681-2.12186799407908e-05i,-3.38869229976416e-05+0.000188812118986198i,7.53966178478541e-05+1.84951031294797e-05i,6.27742803470793e-06-2.05397136539294e-05i,-6.49214572290966e-06-1.5900427571393e-06i,5.53476337409015e-07-1.22789049256397e-06i,-9.47737229254189e-07-1.13142914949725e-06i,-4.78643701501292e-07+7.39532945573587e-07i,8.45862200934542e-07+1.67121551885854e-07i,8.10238597432243e-09-2.86029748020673e-08i,1.25590873324676e-07+1.91135748282729e-07i,1.26939616270011e-07-9.29943663331078e-08i,-1.62419872314501e-07-2.58769009987595e-08i,-0.000341232286054753+2.14217563541738e-05i,-3.40030389060197e-05-0.000188621988716311i,7.53228249467733e-05-1.85399415867041e-05i,6.28690849477978e-06+2.05099339399614e-05i,-6.48146586592493e-06+1.59280575199394e-06i,5.5298408645156e-07+1.22802953843318e-06i,-9.46534268899112e-07+1.13176053966355e-06i,-4.79169962866306e-07-7.36936681323753e-07i,8.44189390551074e-07-1.67837517774124e-07i,8.50569259583563e-09+2.78879644911823e-08i,1.26251431119755e-07-1.90698606301583e-07i,1.26269297977458e-07+9.23125965575558e-08i,-1.6146556636578e-07+2.57645869324564e-08i
-0.000512988178282962-1.85839975929379e-07i,-0.000289894277198174-1.04377625872333e-07i,-0.000115632915501193-4.02410114027923e-08i,-3.86706015527501e-05-1.13229144379756e-08i,-1.3210891666761e-05-2.9924622531656e-09i,1.19182400482394e-06+3.44457480641113e-10i,1.47851150759703e-06+2.73268905659671e-10i,1.77088812817432e-06+0i,1.91482392728599e-06-2.80253012920637e-10i,2.15524211477002e-07+5.87146952336003e-10i,-1.88695009282293e-07+4.84829945986486e-10i,-2.62427420407896e-07+2.69139022134417e-10i,-3.85384427182316e-07+4.76674660743343e-10i,-0.000155901820714387-2.94399060119057e-08i,7.13494400929367e-05+3.67408273473144e-08i,-3.31955551756054e-05-2.59211798581507e-08i,6.30721516601599e-06+7.65189325728655e-09i,-1.4674375028347e-06-3.05577496709738e-09i,-5.60228875346374e-07+4.7219581926542e-10i,1.22329067006869e-07-2.36686192752029e-10i,-1.97756485561273e-07+3.0528697933192e-10i,1.92230367297798e-07+6.12032298095655e-10i,-1.22069724708873e-08-1.07221926080835e-09i,2.35089330053983e-08+3.56342742677319e-10i,1.85265964761056e-08-4.95644435566787e-11i,-1.6288809298173e-08+4.26179806715223e-10i,-0.00022409572245738+0.000126098310185422i,5.80734554714846e-05+0.000127644792598955i,4.89877174278996e-05-1.66804580349124e-05i,-7.45092734778946e-06-1.13997546701301e-05i,-3.39864720528685e-06+3.33202281506403e-06i,2.47101754882892e-07-1.0918961944605e-06i,-7.3882586248849e-07-4.79802321923824e-07i,2.01992020260583e-07+2.59165636724472e-07i,3.567387965547e-07-5.45596700658814e-07i,-7.55607047380912e-08+5.7466396975359e-08i,1.18639572640708e-07+9.01831280536749e-08i,1.54828949036105e-08-1.75500778447365e-08i,-6.99676524485273e-08+1.26209637698537e-07i,-0.000223914740620204-0.000126317813218673i,5.82099235287038e-05-0.000127524071012197i,4.89364313689366e-05+1.6744236501926e-05i,-7.47049940153247e-06+1.13769232781185e-05i,-3.38925683377474e-06-3.3377898256631e-06i,2.44608248855871e-07+1.09181984769956e-06i,-7.37558183404399e-07+4.78202981247946e-07i,2.01238911564259e-07-2.57448596290793e-07i,3.55076516624481e-07+5.45213614860161e-07i,-7.56948971437172e-08-5.85489651362022e-08i,1.19565984316411e-07-8.95869793206139e-08i,1.53601817476845e-08+1.7325249168538e-08i,-6.92422922893076e-08-1.26027720584797e-07i
-0.000601394512261818-3.10937561944957e-07i,-0.000333471221464983-1.76123796833484e-07i,-0.000130126225802583-6.7032997765901e-08i,-4.37564451135954e-05-2.10404058318803e-08i,-1.52321107180679e-05-6.31697388267543e-09i,1.21421216670984e-06+3.22995627433974e-10i,1.35139231201022e-06+2.70635997993573e-10i,1.91482392728599e-06+2.80253012920637e-10i,2.22542440454559e-06+0i,2.48016141723218e-07+7.55014722278127e-10i,-1.61668217078258e-07+3.57892145157238e-10i,-2.60558379334009e-07+7.42509240068463e-11i,-4.53592688323343e-07+5.56953129777153e-10i,-0.000139317289589235+6.60944245572159e-08i,6.76283169921061e-05-9.41059232744434e-09i,-3.44848697604878e-05-1.30906753248322e-08i,5.40755014730616e-06+2.33057527636178e-09i,-7.57630008946674e-07-1.06595742905618e-09i,-8.14338979206789e-07+4.60091009151855e-10i,4.49455647528379e-07-4.80343685030512e-11i,-1.92249410763341e-07+8.07520135354755e-10i,4.80166394914177e-08+6.73475587217472e-11i,1.82215872769714e-08-1.50237930699754e-09i,-3.1236648621942e-08+5.38923499150295e-10i,3.65691025357626e-08+4.72970695199166e-12i,2.06180633424382e-08+6.27877397958695e-10i,-0.000263820862934061+0.000202843516005175i,0.000105417213888379+0.000149451279752648i,5.78001738452959e-05-3.46412470429958e-05i,-1.44842153588923e-05-1.38958042252949e-05i,-4.1980244832606e-06+5.87198809094889e-06i,1.00791104907366e-07-1.22155579245155e-06i,-8.45800459700185e-07-1.68594284089565e-07i,5.46007868897076e-07+3.57136525820719e-07i,4.64740089739406e-07-9.15458601260611e-07i,-1.1943893127349e-07+5.0732804048928e-08i,1.31848439459183e-07+4.23545696662798e-08i,-3.92942634911713e-08-3.04928162177777e-08i,-9.07726600757559e-08+2.05089601442476e-07i,-0.000263435342352896-0.000203085917298119i,0.000105575211136274-0.000149214678367745i,5.77071772355748e-05+3.47173649196856e-05i,-1.45075503143441e-05+1.38548113864416e-05i,-4.18095598881222e-06-5.87890146718221e-06i,9.7747052059763e-08+1.22129192314053e-06i,-8.44201837534418e-07+1.66507099057216e-07i,5.44767829396562e-07-3.54622723360548e-07i,4.61632939437286e-07+9.14756846390167e-07i,-1.19795155073727e-07-5.22237632188906e-08i,1.32855891159393e-07-4.17643985442013e-08i,-3.91921922700543e-08+3.02666912875631e-08i,-8.98855220669081e-08-2.04799324316768e-07i
-5.42532001833915e-05+1.73420440640809e-07i,-2.94192616358329e-05+9.75039965476277e-08i,-1.15482650043391e-05+3.68963003504931e-08i,-4.40085671066002e-06+1.26017897799319e-08i,-1.59425190346421e-06+4.64692653545682e-09i,3.72730375221412e-08-4.43780597308594e-10i,8.53590891038547e-08-5.05077729539958e-10i,2.15524211477002e-07-5.87146952336003e-10i,2.48016141723218e-07-7.55014722278127e-10i,3.89871332037389e-08+0i,-5.68721002302329e-09+8.11485533568647e-11i,-3.09311528570225e-08+7.15586798281438e-11i,-5.06014846580514e-08+2.33282704351513e-10i,2.91679957480245e-06+5.97283716087493e-09i,-2.9818258935882e-06+1.8889193876223e-09i,-3.24945921442884e-08-5.78932367455448e-11i,-2.42085551743018e-07+2.53580516301337e-09i,1.74380234100789e-07-1.33286390336129e-09i,7.03904338794489e-10+2.32246388227226e-10i,-2.85085989096471e-09-5.29745450038179e-11i,-1.21912769959944e-08-3.52500916700968e-11i,-1.82292163279098e-08+2.32342405571511e-10i,-5.2146582324775e-09-2.27469988650366e-10i,5.43009502610921e-09+3.96414610395202e-11i,5.49452625098912e-09+3.95883410519887e-11i,7.4018512479404e-09+7.09052483524443e-12i,7.66902555996408e-07+2.63288685540164e-05i,1.39591041673477e-05+5.36401498439761e-07i,-2.80009600482558e-07-4.67842070237333e-06i,-1.9361408634818e-06+5.67238533387135e-07i,2.31102577419891e-07+7.72442123520147e-07i,6.09395625064087e-09-6.95268712433749e-08i,-2.83786874364322e-08-8.12382515760889e-09i,7.59153373424955e-08-5.82278298627587e-08i,-5.18033723792744e-08-1.19891556497011e-07i,-1.53703554232009e-08+1.9182957003966e-08i,9.0960924689277e-09+2.74197831346748e-09i,-6.25713740478231e-09+1.10207885899978e-08i,9.52959128872758e-09+2.64819668756405e-08i,6.27660854646538e-07-2.61544563922337e-05i,1.38657160701641e-05-6.05149870326284e-07i,-2.58755002324198e-07+4.64292554354615e-06i,-1.92683092960508e-06-5.5867074320508e-07i,2.27742364062245e-07-7.6934737434929e-07i,6.60040129237874e-09+6.93690967757681e-08i,-2.80796071947846e-08+8.4525533269391e-09i,7.5321614402208e-08+5.78910120887432e-08i,-5.12724829941255e-08+1.19289289702515e-07i,-1.54290440906579e-08-1.92274525231568e-08i,9.18742738136641e-09-2.74807509412112e-09i,-6.15610926357593e-09-1.09689757404255e-08i,9.4458110390693e-09-2.63070146221238e-08i
